influencer,comment,sentiment,likes,shares,platform,cost,engagement,roi
 LonelySaturdayHighSchool ,Feeling lonely on a Saturday night. Sometimes solitude hits harder than expected. , Sad ,31.0,16.0, Instagram ,3000.0,79.0,0.026333333333333334
 CyberbullyingVictimHighSchool ,Experiencing cyberbullying. Hateful messages online are disheartening. , Hate ,27.0,14.0, Facebook ,3000.0,69.0,0.023
 RainyDayBluesHighSchool ,Caught in a torrential rainstorm without an umbrella. Today's weather is just bad luck. , Bad ,35.0,18.0, Twitter ,3000.0,89.0,0.029666666666666668
 MissedOpportunityHighSchool ,Missing an important event due to unforeseen circumstances. A day filled with sadness. , Sad ,39.0,20.0, Instagram ,3000.0,99.0,0.033
 RumorVictimHighSchool ,Dealing with unfounded rumors circulating about personal life. Rumors can be hurtful. , Hate ,46.0,23.0, Facebook ,3000.0,115.0,0.03833333333333333
 FlatTireWoesHighSchool ,Got a flat tire on the way to an important meeting. Talk about a series of bad events! , Bad ,50.0,25.0, Twitter ,3000.0,125.0,0.041666666666666664
 FriendMovingAwayHighSchool ,Feeling a sense of emptiness after a close friend moves away. Farewells are always sad. , Sad ,42.0,21.0, Instagram ,3000.0,105.0,0.035
 CollegeRejectionHighSchool ,Facing rejection from a dream college. Disheartened but determined to explore other paths. , Sad ,37.0,19.0, Facebook ,3000.0,94.0,0.03133333333333333
 GamingToxicityHighSchool ,Encountering online toxicity during a gaming session. Hateful comments can ruin the fun. , Hate ,32.0,16.0, Twitter ,3000.0,80.0,0.02666666666666667
 BadHairDayBluesHighSchool ,Having a bad hair day and feeling self-conscious. Bad hair days can affect confidence. , Bad ,36.0,18.0, Instagram ,3000.0,90.0,0.03
 ProjectFailureDespairHighSchool ,Feeling a sense of despair after a major project failure. Hard work didn't pay off this time. , Sad ,41.0,21.0, Facebook ,3000.0,104.0,0.034666666666666665
 OpinionsHateHighSchool ,Experiencing hate comments for expressing personal opinions. Online negativity prevails. , Hate ,48.0,24.0, Twitter ,3000.0,120.0,0.04
 TechMalfunctionWoesHighSchool ,Having a string of bad luck with constant technology malfunctions. Tech troubles galore! , Bad ,43.0,22.0, Instagram ,3000.0,109.0,0.036333333333333336
 MissedEventBluesHighSchool ,Missing out on a long-anticipated event due to unexpected circumstances. A day filled with sadness. , Sad ,39.0,20.0, Facebook ,3000.0,99.0,0.033
 StudyTechniqueExperimentHighSchool ,Trying out a new study technique for upcoming exams. Exploring different learning strategies. , Neutral ,42.0,23.0, Instagram ,3000.0,111.0,0.037
 CommunityCleanupHighSchool ,Organizing a community cleanup event for a cleaner neighborhood. Promoting environmental awareness. , Neutral ,50.0,26.0, Twitter ,3000.0,128.0,0.042666666666666665
 BookRecommendationsHighSchool ,Sharing favorite book recommendations with classmates. Building a mini book club. , Neutral ,38.0,19.0, Facebook ,3000.0,95.0,0.03166666666666667
 BakeSaleRecipeExperimentHighSchool ,Experimenting with a new recipe for a school bake sale. Baking adventures in the kitchen. , Neutral ,43.0,21.0, Instagram ,3000.0,106.0,0.035333333333333335
 SchoolProjectCollaborationHighSchool ,Collaborating on a school project with peers. Teamwork makes the dream work. , Neutral ,36.0,18.0, Twitter ,3000.0,90.0,0.03
 ExtracurricularExplorationHighSchool ,Attending a school club meeting to explore new interests. Dabbling in extracurricular activities. , Neutral ,45.0,22.0, Instagram ,3000.0,111.0,0.037
 PartTimeJobExplorationHighSchool ,Exploring a new part-time job opportunity for gaining work experience. Career development in progress. , Neutral ,48.0,24.0, Facebook ,3000.0,120.0,0.04
 SchoolAssemblyParticipationHighSchool ,Attending a school assembly to stay informed about upcoming events and announcements. Staying connected with school activities. , Neutral ,40.0,20.0, Twitter ,3000.0,100.0,0.03333333333333333
 PhotographyHobbyHighSchool ,Exploring a new hobby of photography during free time. Capturing moments through a lens. , Neutral ,49.0,25.0, Instagram ,3000.0,124.0,0.04133333333333333
 ScienceFairParticipationHighSchool ,Participating in a science fair to showcase a unique experiment. Sharing knowledge with peers. , Neutral ,37.0,19.0, Facebook ,3000.0,94.0,0.03133333333333333
 TimeManagementWorkshopHighSchool ,Attending a workshop on time management to enhance organizational skills. Striving for efficiency. , Neutral ,44.0,23.0, Twitter ,3000.0,113.0,0.03766666666666667
 CharityEventVolunteerHighSchool ,Volunteering at a local charity event to give back to the community. Contributing to social causes. , Neutral ,39.0,20.0, Instagram ,3000.0,99.0,0.033
 GroupProjectCollaborationHighSchool ,Collaborating on a group project to promote teamwork and shared responsibilities. Group effort in action. , Neutral ,35.0,18.0, Facebook ,3000.0,89.0,0.029666666666666668
 DebateClubParticipationHighSchool ,Participating in a debate club to enhance critical thinking and communication skills. Intellectual engagement in progress. , Neutral ,43.0,22.0, Twitter ,3000.0,109.0,0.036333333333333336
 BirthdaySurpriseHighSchool ,Celebrating a friend's birthday with a surprise party. Joyful moments and laughter all around! , Happy ,52.0,27.0, Instagram ,3000.0,133.0,0.044333333333333336
 CodingSuccessHighSchool ,Successfully completing a challenging coding project. Excitement for overcoming coding hurdles! , Happy ,48.0,24.0, Twitter ,3000.0,120.0,0.04
 TalentShowSupportHighSchool ,Attending a school talent show to support classmates. Applauding the diverse talents on display! , Happy ,38.0,19.0, Facebook ,3000.0,95.0,0.03166666666666667
 WeekendHikeHighSchool ,"Exploring a new hiking trail with friends over the weekend. Nature, laughter, and good vibes! ", Happy ,42.0,21.0, Instagram ,3000.0,105.0,0.035
 SportsVictoryHighSchool ,Winning a friendly sports competition against rival schools. Victory celebrations in full swing! , Happy ,50.0,26.0, Twitter ,3000.0,128.0,0.042666666666666665
 PenPalConnectionHighSchool ,Receiving a heartfelt letter from a pen pal in another country. Connecting across the globe! , Happy ,45.0,23.0, Facebook ,3000.0,114.0,0.038
 MuralCreationHighSchool ,Creating a beautiful mural with fellow art enthusiasts. The power of collaboration and creativity! , Happy ,43.0,22.0, Instagram ,3000.0,109.0,0.036333333333333336
 ArtExhibitionJoyHighSchool ,Participating in a school-wide art exhibition. Witnessing creativity and spreading positive vibes! , Happy ,44.0,23.0, Instagram ,3000.0,113.0,0.03766666666666667
 TrackFieldSuccessHighSchool ,Achieving a personal best in a track and field competition. The thrill of victory and self-improvement! , Happy ,51.0,26.0, Twitter ,3000.0,129.0,0.043
 ScienceProjectSuccessHighSchool ,Collaborating on a science project that received recognition at a regional fair. Science triumphs and smiles! , Happy ,39.0,20.0, Facebook ,3000.0,99.0,0.033
 BirthdayPartyJoyHighSchool ,"Attending a surprise birthday party organized by friends. Surrounded by love, laughter, and good company! ", Happy ,48.0,25.0, Instagram ,3000.0,123.0,0.041
 CharityFundraisingTriumphHighSchool ,Successfully fundraising for a school charity initiative. The joy of giving back to the community! , Happy ,42.0,22.0, Twitter ,3000.0,108.0,0.036
 MulticulturalFestivalJoyHighSchool ,"Participating in a multicultural festival, celebrating diversity with music, dance, and delicious food! ", Happy ,43.0,21.0, Facebook ,3000.0,106.0,0.035333333333333335
 VirtualTalentShowSuccessHighSchool ,"Organizing a virtual talent show during challenging times, bringing smiles to classmates' faces! ", Happy ,47.0,24.0, Instagram ,3000.0,119.0,0.03966666666666667
